# Wordlist

# DATA
ID	PARAMETER_ID	CONCEPT	DOCULECT	LANGUAGE_NAME	VALUE	FORM	TOKENS	GLOTTOLOG	CONCEPTICON	LATITUDE	LONGITUDE	COGNACY	SONARS	PROSTRINGS	CLASSES	LANGID	NUMBERS	WEIGHTS	IPA	DUPLICATES	COGIDS	ALIGNMENT
#
1301	175_torub	to rub	NdandaNyep	Ndanda_Nyep	sɛ̌p	sɛ̌p	s ɛ̌/ɛ p	bato1245		5.254489	10.471901		3 7 1	AXN	SEP	7	7.S.C 7.E.V 7.P.c	2.0 1.5 0.8	sɛ̌/ɛp	0	2244	s ɛ̌/ɛ p - -
1302	175_torub	to rub	NdandaShingou	Ndanda_Shingou	kwɔ̌p	kwɔ̌p	kʷ ɔ̌/ɔ p	ndan1241		5.238847	10.491081		1 7 1	AXN	KUP	8	8.K.C 8.U.V 8.P.c	2.0 1.5 0.8	kʷɔ̌/ɔp	0	2245	kʷ ɔ̌/ɔ p
1303	175_torub	to rub	NdandaCaa	Ndanda_Ca-a	sɨ̌ʔ	sɨ̌ʔ	s ɨ̌/ɨ ʔ	ndan1241		5.14715	10.3942		3 7 1	AXN	SIH	2	2.S.C 2.I.V 2.H.c	2.0 1.5 0.8	sɨ̌/ɨʔ	1	2243	s ɨ̌/ɨ ʔ
1304	175_torub	to rub	NdandaMeno	Ndanda_Meno	tʃɛ̌p	tʃɛ̌p	tʃ ɛ̌/ɛ p	ndan1241		5.069482	10.425853		1 7 1	AXN	TEP	5	5.T.C 5.E.V 5.P.c	2.0 1.5 0.8	tʃɛ̌/ɛp	0	2244	tʃ ɛ̌/ɛ p - -
1305	175_torub	to rub	NdandaLek	Ndanda_Lek	nè sʉ́ʔsə́	nè_sʉ́ʔsə́	n è/e + s ʉ́/ʉ ʔ s ə́/ə	ndan1241		5.150741	10.429029		4 7 9 3 7 1 3 7	AX_AXBCZ	NE_SYHSE	4	4.N.C 4.E.V 4._._ 4.S.C 4.Y.V 4.H.C 4.S.C 4.E.V	2.0 1.5 0.0 2.0 1.5 1.75 1.5 0.8	nè/e+sʉ́/ʉʔsə́/ə	0	2241 2242	n è/e + s ʉ́/ʉ ʔ s ə́/ə
1306	175_torub	to rub	NdandaNgwa	Ndanda_Ngwa	sǎp	sǎp	s ǎ/a p	ndan1241		5.191047	10.473404		3 7 1	AXN	SAP	6	6.S.C 6.A.V 6.P.c	2.0 1.5 0.8	sǎ/ap	0	2244	s ǎ/a p - -
1307	175_torub	to rub	NdandaTwefap	Ndanda_Twefap	sǎktsé	sǎktsé	s ǎ/a k ts é/e	ndan1241		5.027245	10.473575		3 7 1 2 7	AXBCZ	SAKCE	9	9.S.C 9.A.V 9.K.C 9.C.C 9.E.V	2.0 1.5 1.75 1.5 0.8	sǎ/aktsé/e	0	2244	s ǎ/a k ts é/e
1308	175_torub	to rub	NdandaDenfap	Ndanda_Denfap	sǎp	sǎp	s ǎ/a p	ndan1241		5.111459	10.336031		3 7 1	AXN	SAP	3	3.S.C 3.A.V 3.P.c	2.0 1.5 0.8	sǎ/ap	0	2244	s ǎ/a p - -
1309	175_torub	to rub	NdandaZua	Ndanda_Zua	ndì séhé	ndì_séhé	ⁿd ì/i + s é/e h é/e						1 7 9 3 7 3 7	AX_AXBZ	TI_SEHE	10	10.T.C 10.I.V 10._._ 10.S.C 10.E.V 10.H.C 10.E.V	2.0 1.5 0.0 2.0 1.5 1.75 0.8	ⁿdì/i+sé/ehé/e	0	2246 2242	ⁿd ì/i + s é/e h - é/e
1310	175_torub	to rub	Goshimjang	Goshimjang	nì zíʔsə̀	nì_zíʔsə̀	n ì/i + z í/i ʔ s ə̀/ə	ndan1241		5.234168	10.407013		4 7 9 3 7 1 3 7	AX_AXBCZ	NI_SIHSE	1	1.N.C 1.I.V 1._._ 1.S.C 1.I.V 1.H.C 1.S.C 1.E.V	2.0 1.5 0.0 2.0 1.5 1.75 1.5 0.8	nì/i+zí/iʔsə̀/ə	0	2241 2242	n ì/i + z í/i ʔ s ə̀/ə
#
1391	176_tosay	to say	NdandaNyep	Ndanda_Nyep	ŋgɔ̌	ŋgɔ̌	ⁿg ɔ̌/ɔ	bato1245		5.254489	10.471901		1 7	AX	KU	7	7.K.C 7.U.V	2.0 1.5	ⁿgɔ̌/ɔ	0	2257	ⁿg ɔ̌/ɔ
1392	176_tosay	to say	NdandaShingou	Ndanda_Shingou	ŋgɔ̌	ŋgɔ̌	ⁿg ɔ̌/ɔ	ndan1241		5.238847	10.491081		1 7	AX	KU	8	8.K.C 8.U.V	2.0 1.5	ⁿgɔ̌/ɔ	0	2257	ⁿg ɔ̌/ɔ
1393	176_tosay	to say	NdandaCaa	Ndanda_Ca-a	ŋgɔ̌	ŋgɔ̌	ⁿg ɔ̌/ɔ	ndan1241		5.14715	10.3942		1 7	AX	KU	2	2.K.C 2.U.V	2.0 1.5	ⁿgɔ̌/ɔ	0	2257	ⁿg ɔ̌/ɔ
1394	176_tosay	to say	NdandaMeno	Ndanda_Meno	ŋgɔ̌	ŋgɔ̌	ⁿg ɔ̌/ɔ	ndan1241		5.069482	10.425853		1 7	AX	KU	5	5.K.C 5.U.V	2.0 1.5	ⁿgɔ̌/ɔ	0	2257	ⁿg ɔ̌/ɔ
1395	176_tosay	to say	NdandaLek	Ndanda_Lek	nə̀ hɔ̀	nə̀_hɔ̀	n ə̀/ə + h ɔ̀/ɔ	ndan1241		5.150741	10.429029		4 7 9 3 7	AX_AX	NE_HU	4	4.N.C 4.E.V 4._._ 4.H.C 4.U.V	2.0 1.5 0.0 2.0 1.5	nə̀/ə+hɔ̀/ɔ	0	2255 2256	n ə̀/ə + h ɔ̀/ɔ
1396	176_tosay	to say	NdandaNgwa	Ndanda_Ngwa	wɔ̌p	wɔ̌p	w ɔ̌/ɔ p	ndan1241		5.191047	10.473404		6 7 1	AXN	WUP	6	6.W.C 6.U.V 6.P.c	2.0 1.5 0.8	wɔ̌/ɔp	0	2258	w ɔ̌/ɔ p
1397	176_tosay	to say	NdandaTwefap	Ndanda_Twefap	ŋgǔp	ŋgǔp	ⁿg ǔ/u p	ndan1241		5.027245	10.473575		1 7 1	AXN	KYP	9	9.K.C 9.Y.V 9.P.c	2.0 1.5 0.8	ⁿgǔ/up	0	2258	ⁿg ǔ/u p
1398	176_tosay	to say	NdandaDenfap	Ndanda_Denfap	ɣôp	ɣôp	ɣ ô/o p	ndan1241		5.111459	10.336031		3 7 1	AXN	GUP	3	3.G.C 3.U.V 3.P.c	2.0 1.5 0.8	ɣô/op	0	2258	ɣ ô/o p
1399	176_tosay	to say	NdandaZua	Ndanda_Zua	ndì hɔ̀	ndì_hɔ̀	ⁿd ì/i + h ɔ̀/ɔ						1 7 9 3 7	AX_AX	TI_HU	10	10.T.C 10.I.V 10._._ 10.H.C 10.U.V	2.0 1.5 0.0 2.0 1.5	ⁿdì/i+hɔ̀/ɔ	0	2259 2256	ⁿd ì/i + h ɔ̀/ɔ
1400	176_tosay	to say	Goshimjang	Goshimjang	nì hɔ̀	nì_hɔ̀	n ì/i + h ɔ̀/ɔ	ndan1241		5.234168	10.407013		4 7 9 3 7	AX_AX	NI_HU	1	1.N.C 1.I.V 1._._ 1.H.C 1.U.V	2.0 1.5 0.0 2.0 1.5	nì/i+hɔ̀/ɔ	0	2255 2256	n ì/i + h ɔ̀/ɔ
#
1160	177_toscratch	to scratch	Goshimjang	Goshimjang	nì sə̀b	nì_sə̀b	n ì/i + s ə̀/ə b	ndan1241		5.234168	10.407013		4 7 9 3 7 1	AX_AXN	NI_SEP	1	1.N.C 1.I.V 1._._ 1.S.C 1.E.V 1.P.c	2.0 1.5 0.0 2.0 1.5 0.8	nì/i+sə̀/əb	0	2269 2270	n ì/i + s ə̀/ə b
1161	177_toscratch	to scratch	NdandaNyep	Ndanda_Nyep	kpwɔ̌p	kpwɔ̌p	k pʷ ɔ̌/ɔ p	bato1245		5.254489	10.471901		1 1 7 1	ACYN	KPUP	7	7.K.C 7.P.C 7.U.V 7.P.c	2.0 1.5 1.3 0.8	kpʷɔ̌/ɔp	0	2271	k pʷ ɔ̌/ɔ p
1162	177_toscratch	to scratch	NdandaShingou	Ndanda_Shingou	kpwɔ̌p	kpwɔ̌p	k pʷ ɔ̌/ɔ p	ndan1241		5.238847	10.491081		1 1 7 1	ACYN	KPUP	8	8.K.C 8.P.C 8.U.V 8.P.c	2.0 1.5 1.3 0.8	kpʷɔ̌/ɔp	0	2271	k pʷ ɔ̌/ɔ p
1163	177_toscratch	to scratch	NdandaCaa	Ndanda_Ca-a	kpwɔ̌p	kpwɔ̌p	k pʷ ɔ̌/ɔ p	ndan1241		5.14715	10.3942		1 1 7 1	ACYN	KPUP	2	2.K.C 2.P.C 2.U.V 2.P.c	2.0 1.5 1.3 0.8	kpʷɔ̌/ɔp	0	2271	k pʷ ɔ̌/ɔ p
1164	177_toscratch	to scratch	NdandaMeno	Ndanda_Meno	kpwɔ̌p	kpwɔ̌p	k pʷ ɔ̌/ɔ p	ndan1241		5.069482	10.425853		1 1 7 1	ACYN	KPUP	5	5.K.C 5.P.C 5.U.V 5.P.c	2.0 1.5 1.3 0.8	kpʷɔ̌/ɔp	0	2271	k pʷ ɔ̌/ɔ p
1165	177_toscratch	to scratch	NdandaLek	Ndanda_Lek	nə̀ kɔ́ŋɔ́	nə̀_kɔ́ŋɔ́	n ə̀/ə + k ɔ́/ɔ ŋ ɔ́/ɔ	ndan1241		5.150741	10.429029		4 7 9 1 7 4 7	AX_AXBZ	NE_KUNU	4	4.N.C 4.E.V 4._._ 4.K.C 4.U.V 4.N.C 4.U.V	2.0 1.5 0.0 2.0 1.5 1.75 0.8	nə̀/ə+kɔ́/ɔŋɔ́/ɔ	0	2269 2272	n ə̀/ə + k ɔ́/ɔ ŋ ɔ́/ɔ
1166	177_toscratch	to scratch	NdandaNgwa	Ndanda_Ngwa	kǔp	kǔp	k ǔ/u p	ndan1241		5.191047	10.473404		1 7 1	AXN	KYP	6	6.K.C 6.Y.V 6.P.c	2.0 1.5 0.8	kǔ/up	0	2271	k - ǔ/u p
1167	177_toscratch	to scratch	NdandaTwefap	Ndanda_Twefap	kǔp	kǔp	k ǔ/u p	ndan1241		5.027245	10.473575		1 7 1	AXN	KYP	9	9.K.C 9.Y.V 9.P.c	2.0 1.5 0.8	kǔ/up	0	2271	k - ǔ/u p
1168	177_toscratch	to scratch	NdandaDenfap	Ndanda_Denfap	kǔp	kǔp	k ǔ/u p	ndan1241		5.111459	10.336031		1 7 1	AXN	KYP	3	3.K.C 3.Y.V 3.P.c	2.0 1.5 0.8	kǔ/up	0	2271	k - ǔ/u p
1169	177_toscratch	to scratch	NdandaZua	Ndanda_Zua	nə̀ ŋkwɔ́bsə́	nə̀_ŋkwɔ́bsə́	n ə̀/ə + ⁿk w ɔ́/ɔ b s ə́/ə						4 7 9 1 6 7 1 3 7	AX_ACXBCZ	NE_KWUPSE	10	10.N.C 10.E.V 10._._ 10.K.C 10.W.C 10.U.V 10.P.C 10.S.C 10.E.V	2.0 1.5 0.0 2.0 1.5 1.5 1.75 1.5 0.8	nə̀/ə+ⁿkwɔ́/ɔbsə́/ə	0	2269 2273	n ə̀/ə + ⁿk w ɔ́/ɔ b s ə́/ə
1170	177_toscratch	to scratch	Goshimjang	Goshimjang	nì jùh	nì_jùh	n ì/i + j ù/u h	ndan1241		5.234168	10.407013		4 7 9 6 7 3	AX_AXN	NI_JYH	1	1.N.C 1.I.V 1._._ 1.J.C 1.Y.V 1.H.c	2.0 1.5 0.0 2.0 1.5 0.8	nì/i+jù/uh	0	2269 2274	n ì/i + j ù/u h
#
1001	178_tosee	to see	NdandaNyep	Ndanda_Nyep	ndʒɨ̌	ndʒɨ̌	ⁿdʒ ɨ̌/ɨ	bato1245		5.254489	10.471901		1 7	AX	TI	7	7.T.C 7.I.V	2.0 1.5	ⁿdʒɨ̌/ɨ	0	2287	ⁿdʒ ɨ̌/ɨ
1002	178_tosee	to see	NdandaShingou	Ndanda_Shingou	ndʒɨ̌	ndʒɨ̌	ⁿdʒ ɨ̌/ɨ	ndan1241		5.238847	10.491081		1 7	AX	TI	8	8.T.C 8.I.V	2.0 1.5	ⁿdʒɨ̌/ɨ	0	2287	ⁿdʒ ɨ̌/ɨ
1003	178_tosee	to see	NdandaCaa	Ndanda_Ca-a	ndʒɨ̌	ndʒɨ̌	ⁿdʒ ɨ̌/ɨ	ndan1241		5.14715	10.3942		1 7	AX	TI	2	2.T.C 2.I.V	2.0 1.5	ⁿdʒɨ̌/ɨ	0	2287	ⁿdʒ ɨ̌/ɨ
1004	178_tosee	to see	NdandaMeno	Ndanda_Meno	jɛ̌	jɛ̌	j ɛ̌/ɛ	ndan1241		5.069482	10.425853		6 7	AX	JE	5	5.J.C 5.E.V	2.0 1.5	jɛ̌/ɛ	0	2288	j ɛ̌/ɛ
1005	178_tosee	to see	NdandaLek	Ndanda_Lek	nə̀ jí	nə̀_jí	n ə̀/ə + j í/i	ndan1241		5.150741	10.429029		4 7 9 6 7	AX_AX	NE_JI	4	4.N.C 4.E.V 4._._ 4.J.C 4.I.V	2.0 1.5 0.0 2.0 1.5	nə̀/ə+jí/i	0	2285 2288	n ə̀/ə + j í/i
1006	178_tosee	to see	NdandaNgwa	Ndanda_Ngwa	jɔ̌	jɔ̌	j ɔ̌/ɔ	ndan1241		5.191047	10.473404		6 7	AX	JU	6	6.J.C 6.U.V	2.0 1.5	jɔ̌/ɔ	0	2288	j ɔ̌/ɔ
1007	178_tosee	to see	NdandaTwefap	Ndanda_Twefap	ndʒɔ̌	ndʒɔ̌	ⁿdʒ ɔ̌/ɔ	ndan1241		5.027245	10.473575		1 7	AX	TU	9	9.T.C 9.U.V	2.0 1.5	ⁿdʒɔ̌/ɔ	0	2287	ⁿdʒ ɔ̌/ɔ
1008	178_tosee	to see	NdandaDenfap	Ndanda_Denfap	ndʒɔ̌	ndʒɔ̌	ⁿdʒ ɔ̌/ɔ	ndan1241		5.111459	10.336031		1 7	AX	TU	3	3.T.C 3.U.V	2.0 1.5	ⁿdʒɔ̌/ɔ	0	2287	ⁿdʒ ɔ̌/ɔ
1009	178_tosee	to see	NdandaZua	Ndanda_Zua	ndì lɔ́ŋsə́	ndì_lɔ́ŋsə́	ⁿd ì/i + l ɔ́/ɔ ŋ s ə́/ə						1 7 9 5 7 4 3 7	AX_AXMBZ	TI_LUNSE	10	10.T.C 10.I.V 10._._ 10.L.C 10.U.V 10.N.c 10.S.C 10.E.V	2.0 1.5 0.0 2.0 1.5 1.1 1.75 0.8	ⁿdì/i+lɔ́/ɔŋsə́/ə	0	2287 2286	ⁿd ì/i + l ɔ́/ɔ ŋ s ə́/ə
1010	178_tosee	to see	Goshimjang	Goshimjang	nì lɔ́ŋsə́	nì_lɔ́ŋsə́	n ì/i + l ɔ́/ɔ ŋ s ə́/ə	ndan1241		5.234168	10.407013		4 7 9 5 7 4 3 7	AX_AXMBZ	NI_LUNSE	1	1.N.C 1.I.V 1._._ 1.L.C 1.U.V 1.N.c 1.S.C 1.E.V	2.0 1.5 0.0 2.0 1.5 1.1 1.75 0.8	nì/i+lɔ́/ɔŋsə́/ə	0	2285 2286	n ì/i + l ɔ́/ɔ ŋ s ə́/ə
#
1371	179_tosew	to sew	NdandaNyep	Ndanda_Nyep	tɛ̌p	tɛ̌p	t ɛ̌/ɛ p	bato1245		5.254489	10.471901		1 7 1	AXN	TEP	7	7.T.C 7.E.V 7.P.c	2.0 1.5 0.8	tɛ̌/ɛp	0	2300	t ɛ̌/ɛ p
1372	179_tosew	to sew	NdandaShingou	Ndanda_Shingou	tɛ̌p	tɛ̌p	t ɛ̌/ɛ p	ndan1241		5.238847	10.491081		1 7 1	AXN	TEP	8	8.T.C 8.E.V 8.P.c	2.0 1.5 0.8	tɛ̌/ɛp	0	2300	t ɛ̌/ɛ p
1373	179_tosew	to sew	NdandaCaa	Ndanda_Ca-a	tɛ̌p	tɛ̌p	t ɛ̌/ɛ p	ndan1241		5.14715	10.3942		1 7 1	AXN	TEP	2	2.T.C 2.E.V 2.P.c	2.0 1.5 0.8	tɛ̌/ɛp	0	2300	t ɛ̌/ɛ p
1374	179_tosew	to sew	NdandaMeno	Ndanda_Meno	tɛ̌p	tɛ̌p	t ɛ̌/ɛ p	ndan1241		5.069482	10.425853		1 7 1	AXN	TEP	5	5.T.C 5.E.V 5.P.c	2.0 1.5 0.8	tɛ̌/ɛp	1	2300	t ɛ̌/ɛ p
1375	179_tosew	to sew	NdandaLek	Ndanda_Lek	nè tə́p	nè_tə́p	n è/e + t ə́/ə p	ndan1241		5.150741	10.429029		4 7 9 1 7 1	AX_AXN	NE_TEP	4	4.N.C 4.E.V 4._._ 4.T.C 4.E.V 4.P.c	2.0 1.5 0.0 2.0 1.5 0.8	nè/e+tə́/əp	0	2299 2300	n è/e + t ə́/ə p
1376	179_tosew	to sew	NdandaNgwa	Ndanda_Ngwa	tǎp	tǎp	t ǎ/a p	ndan1241		5.191047	10.473404		1 7 1	AXN	TAP	6	6.T.C 6.A.V 6.P.c	2.0 1.5 0.8	tǎ/ap	0	2300	t ǎ/a p
1377	179_tosew	to sew	NdandaTwefap	Ndanda_Twefap	ntǎp	ntǎp	ⁿt ǎ/a p	ndan1241		5.027245	10.473575		1 7 1	AXN	TAP	9	9.T.C 9.A.V 9.P.c	2.0 1.5 0.8	ⁿtǎ/ap	0	2300	ⁿt ǎ/a p
1378	179_tosew	to sew	NdandaDenfap	Ndanda_Denfap	tǎp	tǎp	t ǎ/a p	ndan1241		5.111459	10.336031		1 7 1	AXN	TAP	3	3.T.C 3.A.V 3.P.c	2.0 1.5 0.8	tǎ/ap	0	2300	t ǎ/a p
1379	179_tosew	to sew	NdandaZua	Ndanda_Zua	ndì ntə́b	ndì_ntə́b	ⁿd ì/i + ⁿt ə́/ə b						1 7 9 1 7 1	AX_AXN	TI_TEP	10	10.T.C 10.I.V 10._._ 10.T.C 10.E.V 10.P.c	2.0 1.5 0.0 2.0 1.5 0.8	ⁿdì/i+ⁿtə́/əb	0	2301 2300	ⁿd ì/i + ⁿt ə́/ə b
1380	179_tosew	to sew	Goshimjang	Goshimjang	nì tɔ́b	nì_tɔ́b	n ì/i + t ɔ́/ɔ b	ndan1241		5.234168	10.407013		4 7 9 1 7 1	AX_AXN	NI_TUP	1	1.N.C 1.I.V 1._._ 1.T.C 1.U.V 1.P.c	2.0 1.5 0.0 2.0 1.5 0.8	nì/i+tɔ́/ɔb	0	2299 2300	n ì/i + t ɔ́/ɔ b
#
1401	180_tosing	to sing	NdandaNyep	Ndanda_Nyep	dʒwɔ̌p	dʒwɔ̌p	dʒʷ ɔ̌/ɔ p	bato1245		5.254489	10.471901		1 7 1	AXN	TUP	7	7.T.C 7.U.V 7.P.c	2.0 1.5 0.8	dʒʷɔ̌/ɔp	0	2315	dʒʷ ɔ̌/ɔ p
1402	180_tosing	to sing	NdandaShingou	Ndanda_Shingou	dʒɔ̌p	dʒɔ̌p	dʒ ɔ̌/ɔ p	ndan1241		5.238847	10.491081		1 7 1	AXN	TUP	8	8.T.C 8.U.V 8.P.c	2.0 1.5 0.8	dʒɔ̌/ɔp	0	2315	dʒ ɔ̌/ɔ p
1403	180_tosing	to sing	NdandaCaa	Ndanda_Ca-a	dʒɔ̌p ʃwî	dʒɔ̌p_ʃwî	dʒ ɔ̌/ɔ p + ʃʷ î/i	ndan1241		5.14715	10.3942		1 7 1 9 3 7	AXN_AX	TUP_SI	2	2.T.C 2.U.V 2.P.c 2._._ 2.S.C 2.I.V	2.0 1.5 0.8 0.0 2.0 1.5	dʒɔ̌/ɔp+ʃʷî/i	0	2315 2316	dʒ ɔ̌/ɔ p + ʃʷ î/i
1404	180_tosing	to sing	NdandaMeno	Ndanda_Meno	dʒɔ̌p	dʒɔ̌p	dʒ ɔ̌/ɔ p	ndan1241		5.069482	10.425853		1 7 1	AXN	TUP	5	5.T.C 5.U.V 5.P.c	2.0 1.5 0.8	dʒɔ̌/ɔp	0	2315	dʒ ɔ̌/ɔ p
1405	180_tosing	to sing	NdandaLek	Ndanda_Lek	nə̀ jɔ̀bʃì	nə̀_jɔ̀bʃì	n ə̀/ə + j ɔ̀/ɔ b ʃ ì/i	ndan1241		5.150741	10.429029		4 7 9 6 7 1 3 7	AX_AXBCZ	NE_JUPSI	4	4.N.C 4.E.V 4._._ 4.J.C 4.U.V 4.P.C 4.S.C 4.I.V	2.0 1.5 0.0 2.0 1.5 1.75 1.5 0.8	nə̀/ə+jɔ̀/ɔbʃì/i	0	2313 2314	n ə̀/ə + j ɔ̀/ɔ b ʃ ì/i
1406	180_tosing	to sing	NdandaNgwa	Ndanda_Ngwa	jǔp	jǔp	j ǔ/u p	ndan1241		5.191047	10.473404		6 7 1	AXN	JYP	6	6.J.C 6.Y.V 6.P.c	2.0 1.5 0.8	jǔ/up	0	2314	j ǔ/u p - -
1407	180_tosing	to sing	NdandaTwefap	Ndanda_Twefap	ndʒǔp	ndʒǔp	ⁿdʒ ǔ/u p	ndan1241		5.027245	10.473575		1 7 1	AXN	TYP	9	9.T.C 9.Y.V 9.P.c	2.0 1.5 0.8	ⁿdʒǔ/up	0	2315	ⁿdʒ ǔ/u p
1408	180_tosing	to sing	NdandaDenfap	Ndanda_Denfap	dʒwɔ̌p	dʒwɔ̌p	dʒʷ ɔ̌/ɔ p	ndan1241		5.111459	10.336031		1 7 1	AXN	TUP	3	3.T.C 3.U.V 3.P.c	2.0 1.5 0.8	dʒʷɔ̌/ɔp	0	2315	dʒʷ ɔ̌/ɔ p
1409	180_tosing	to sing	NdandaZua	Ndanda_Zua	ndì ndʒɛ́p	ndì_ndʒɛ́p	ⁿd ì/i + ⁿdʒ ɛ́/ɛ p						1 7 9 1 7 1	AX_AXN	TI_TEP	10	10.T.C 10.I.V 10._._ 10.T.C 10.E.V 10.P.c	2.0 1.5 0.0 2.0 1.5 0.8	ⁿdì/i+ⁿdʒɛ́/ɛp	0	2317 2315	ⁿd ì/i + ⁿdʒ ɛ́/ɛ p
1410	180_tosing	to sing	Goshimjang	Goshimjang	nì jɔ̀bʃì	nì_jɔ̀bʃì	n ì/i + j ɔ̀/ɔ b ʃ ì/i	ndan1241		5.234168	10.407013		4 7 9 6 7 1 3 7	AX_AXBCZ	NI_JUPSI	1	1.N.C 1.I.V 1._._ 1.J.C 1.U.V 1.P.C 1.S.C 1.I.V	2.0 1.5 0.0 2.0 1.5 1.75 1.5 0.8	nì/i+jɔ̀/ɔbʃì/i	0	2313 2314	n ì/i + j ɔ̀/ɔ b ʃ ì/i
#
1231	181_tosit	to sit	NdandaNyep	Ndanda_Nyep	tʃǐɛ	tʃǐɛ	tʃ ǐ/i ɛ	bato1245		5.254489	10.471901		1 7 7	AXZ	TIE	7	7.T.C 7.I.V 7.E.V	2.0 1.5 0.8	tʃǐ/iɛ	0	2332	tʃ ǐ/i ɛ
1232	181_tosit	to sit	NdandaShingou	Ndanda_Shingou	sɨ́sí	sɨ́sí	s ɨ́/ɨ s í/i	ndan1241		5.238847	10.491081		3 7 3 7	AXBZ	SISI	8	8.S.C 8.I.V 8.S.C 8.I.V	2.0 1.5 1.75 0.8	sɨ́/ɨsí/i	0	2329	s ɨ́/ɨ s í/i
1233	181_tosit	to sit	NdandaCaa	Ndanda_Ca-a	sǐ ʃî	sǐ_ʃî	s ǐ/i + ʃ î/i	ndan1241		5.14715	10.3942		3 7 9 3 7	AX_AX	SI_SI	2	2.S.C 2.I.V 2._._ 2.S.C 2.I.V	2.0 1.5 0.0 2.0 1.5	sǐ/i+ʃî/i	0	2329 2330	s ǐ/i - - + ʃ î/i
1234	181_tosit	to sit	NdandaMeno	Ndanda_Meno	tsé	tsé	ts é/e	ndan1241		5.069482	10.425853		2 7	AX	CE	5	5.C.C 5.E.V	2.0 1.5	tsé/e	0	2331	ts é/e
1235	181_tosit	to sit	NdandaLek	Ndanda_Lek	nə̀ sɨ́sə́	nə̀_sɨ́sə́	n ə̀/ə + s ɨ́/ɨ s ə́/ə	ndan1241		5.150741	10.429029		4 7 9 3 7 3 7	AX_AXBZ	NE_SISE	4	4.N.C 4.E.V 4._._ 4.S.C 4.I.V 4.S.C 4.E.V	2.0 1.5 0.0 2.0 1.5 1.75 0.8	nə̀/ə+sɨ́/ɨsə́/ə	0	2328 2329	n ə̀/ə + s ɨ́/ɨ s ə́/ə
1236	181_tosit	to sit	NdandaNgwa	Ndanda_Ngwa	tʃɛ́ʃí	tʃɛ́ʃí	tʃ ɛ́/ɛ ʃ í/i	ndan1241		5.191047	10.473404		1 7 3 7	AXBZ	TESI	6	6.T.C 6.E.V 6.S.C 6.I.V	2.0 1.5 1.75 0.8	tʃɛ́/ɛʃí/i	0	2329	tʃ ɛ́/ɛ ʃ í/i
1237	181_tosit	to sit	NdandaTwefap	Ndanda_Twefap	tʃíʃí	tʃíʃí	tʃ í/i ʃ í/i	ndan1241		5.027245	10.473575		1 7 3 7	AXBZ	TISI	9	9.T.C 9.I.V 9.S.C 9.I.V	2.0 1.5 1.75 0.8	tʃí/iʃí/i	0	2329	tʃ í/i ʃ í/i
1238	181_tosit	to sit	NdandaDenfap	Ndanda_Denfap	tʃíʃí	tʃíʃí	tʃ í/i ʃ í/i	ndan1241		5.111459	10.336031		1 7 3 7	AXBZ	TISI	3	3.T.C 3.I.V 3.S.C 3.I.V	2.0 1.5 1.75 0.8	tʃí/iʃí/i	0	2329	tʃ í/i ʃ í/i
1239	181_tosit	to sit	NdandaZua	Ndanda_Zua	ndì tsɨ́sə́	ndì_tsɨ́sə́	ⁿd ì/i + ts ɨ́/ɨ s ə́/ə						1 7 9 2 7 3 7	AX_AXBZ	TI_CISE	10	10.T.C 10.I.V 10._._ 10.C.C 10.I.V 10.S.C 10.E.V	2.0 1.5 0.0 2.0 1.5 1.75 0.8	ⁿdì/i+tsɨ́/ɨsə́/ə	0	2332 2329	ⁿd ì/i - + ts ɨ́/ɨ s ə́/ə
1240	181_tosit	to sit	Goshimjang	Goshimjang	nì sɨ́sə́	nì_sɨ́sə́	n ì/i + s ɨ́/ɨ s ə́/ə	ndan1241		5.234168	10.407013		4 7 9 3 7 3 7	AX_AXBZ	NI_SISE	1	1.N.C 1.I.V 1._._ 1.S.C 1.I.V 1.S.C 1.E.V	2.0 1.5 0.0 2.0 1.5 1.75 0.8	nì/i+sɨ́/ɨsə́/ə	0	2328 2329	n ì/i + s ɨ́/ɨ s ə́/ə
#
1061	182_tosleep	to sleep	NdandaNyep	Ndanda_Nyep	ndǐ	ndǐ	ⁿd ǐ/i	bato1245		5.254489	10.471901		1 7	AX	TI	7	7.T.C 7.I.V	2.0 1.5	ⁿdǐ/i	0	2344	ⁿd - ǐ/i
1062	182_tosleep	to sleep	NdandaShingou	Ndanda_Shingou	ndǐ	ndǐ	ⁿd ǐ/i	ndan1241		5.238847	10.491081		1 7	AX	TI	8	8.T.C 8.I.V	2.0 1.5	ⁿdǐ/i	0	2344	ⁿd - ǐ/i
1063	182_tosleep	to sleep	NdandaCaa	Ndanda_Ca-a	ndǐ	ndǐ	ⁿd ǐ/i	ndan1241		5.14715	10.3942		1 7	AX	TI	2	2.T.C 2.I.V	2.0 1.5	ⁿdǐ/i	0	2344	ⁿd - ǐ/i
1064	182_tosleep	to sleep	NdandaMeno	Ndanda_Meno	ndǐ	ndǐ	ⁿd ǐ/i	ndan1241		5.069482	10.425853		1 7	AX	TI	5	5.T.C 5.I.V	2.0 1.5	ⁿdǐ/i	0	2344	ⁿd - ǐ/i
